銘柄コード,銘柄名称,銘柄略称
3184,ＩＣＤＡホールディングス,ＩＣＤＡ・ＨＤ
3185,夢展望,Ｇ－夢展望
3186,ネクステージ,ネクステージ
3187,ミラタップ,Ｇ－ミラタップ
3189,ＡＮＡＰホールディングス,ＡＮＡＰ
3190,ホットマン,ホットマン
3191,ジョイフル本田,ジョイフル本田
3192,白鳩,白鳩
3193,エターナルホスピタリティグループ,エターナルホスピＧ
3195,ジェネレーションパス,ジェネパ
3196,ホットランドホールディングス,ホットランドＨＤ
3197,すかいらーくホールディングス,すかいらーくＨＤ
3198,ＳＦＰホールディングス,ＳＦＰＨＤ
3199,綿半ホールディングス,綿半ホールディングス
3201,日本毛織,ニッケ
3202,ダイトウボウ,ダイトウボウ
3204,トーア紡コーポレーション,トーア紡
3205,ダイドーリミテッド,ダイドー
3221,ヨシックスホールディングス,ヨシックスＨＤ
3222,ユナイテッド・スーパーマーケット・ホールディングス,Ｕ．Ｓ．Ｍ．Ｈ
3223,エスエルディー,エスエルディー
3224,ゼネラル・オイスター,Ｇ－Ｇオイスター
3226,三井不動産アコモデーションファンド投資法人,Ｒ－三井不アコモ
3231,野村不動産ホールディングス,野村不ＨＤ
3232,三重交通グループホールディングス,三重交通ＧＨＤ
3234,森ヒルズリート投資法人,Ｒ－森ヒルズ
3236,プロパスト,プロパスト
3237,イントランス,Ｇ－イントランス
3238,セントラル総合開発,セントラル総
3241,ウィル,ウィル
3242,アーバネットコーポレーション,アーバネット
3245,ディア・ライフ,ディア・ライフ
3246,コーセーアールイー,コーセーアールイー
3248,アールエイジ,アールエイジ
3249,産業ファンド投資法人,Ｒ－産業ファ
3252,地主,地主
3261,グランディーズ,Ｇ－グラン
3266,ファンドクリエーショングループ,ファンドクリＧ
3267,フィル・カンパニー,フィル・カンパニー
3269,アドバンス・レジデンス投資法人,Ｒ－ＡＤＲ
3271,ＴＨＥグローバル社,グロバル社
3276,ＪＰＭＣ,ＪＰＭＣ
3277,サンセイランディック,サンセイランディック
3279,アクティビア・プロパティーズ投資法人,Ｒ－ＡＰＩ
3280,エストラスト,エストラスト
3281,ＧＬＰ投資法人,Ｒ－ＧＬＰ
3282,コンフォリア・レジデンシャル投資法人,Ｒ－コンフォリア
3283,日本プロロジスリート投資法人,Ｒ－プロロジ
3284,フージャースホールディングス,フージャース
3286,トラストホールディングス,トラストＨＤ
3287,星野リゾート・リート投資法人,Ｒ－星野
3288,オープンハウスグループ,オープンハウスＧ
3289,東急不動産ホールディングス,東急不ＨＤ
3290,Ｏｎｅリート投資法人,Ｒ－Ｏｎｅリート
3291,飯田グループホールディングス,飯田ＧＨＤ
3292,イオンリート投資法人,Ｒ－イオンリート
3293,アズマハウス,アズマハウス
3294,イーグランド,イーグランド
3295,ヒューリックリート投資法人,Ｒ－ヒューリックＲＥ
3296,日本リート投資法人,Ｒ－日本リート
3297,東武住販,東武住販
3299,ムゲンエステート,ムゲンエステート
3300,アンビション　ＤＸ　ホールディングス,Ｇ－アンビションＤＸ
3302,帝国繊維,帝繊維
3306,日本製麻,日製麻
3309,積水ハウス・リート投資法人,Ｒ－積水ハウスリート
3315,日本コークス工業,日本コークス
3317,フライングガーデン,フライングＧ
3319,ゴルフダイジェスト・オンライン,ＧＤＯ
3320,クロスプラス,クロスプラス
3321,ミタチ産業,ミタチ
3323,レカム,レカム
3326,ランシステム,ランシステム
3328,ＢＥＥＮＯＳ,ＢＥＥＮＯＳ
3329,東和フードサービス,東和フード
3333,あさひ,あさひ
3341,日本調剤,日本調剤
3347,トラスト,トラスト
3349,コスモス薬品,コスモス薬品
3350,メタプラネット,メタプラネット
3352,バッファロー,バッファロー
3353,メディカル一光グループ,メディ一光Ｇ
3355,クリヤマホールディングス,クリヤマＨＤ
3358,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,Ｔｒａｉｌｈｅａｄ
3359,ｃｏｔｔａ,Ｇ－ｃｏｔｔａ
3360,シップヘルスケアホールディングス,シップＨＤ
3361,トーエル,トーエル
3370,フジタコーポレーション,フジタコーポ
3371,ソフトクリエイトホールディングス,ソフトクリエＨＤ
3372,関門海,関門海
3374,内外テック,内外テック
3375,ＺＯＡ,ＺＯＡ
3377,バイク王＆カンパニー,バイク王
3382,セブン＆アイ・ホールディングス,７＆ｉＨＤ
3386,コスモ・バイオ,コスモ・バイオ
3387,クリエイト・レストランツ・ホールディングス,クリレスＨＤ
3388,明治電機工業,明治電機
3391,ツルハホールディングス,ツルハＨＤ
3392,デリカフーズホールディングス,デリカフーズＨＤ
3393,スターティアホールディングス,スターティアＨＤ
3395,サンマルクホールディングス,サンマルクＨＤ
3396,フェリシモ,フェリシモ
3397,トリドールホールディングス,トリドールＨＤ
3399,丸千代山岡家,山岡家
3401,帝人,帝人
3402,東レ,東レ
3405,クラレ,クラレ
3407,旭化成,旭化成
3409,北紡,北紡
3415,ＴＯＫＹＯ　ＢＡＳＥ,トウキョウベース
3416,ピクスタ,ピクスタ
3417,大木ヘルスケアホールディングス,大木ヘルスケア
3418,バルニバービ,Ｇ－バルニバービ
3420,ケー・エフ・シー,ケー・エフ・シー
3421,稲葉製作所,稲葉製作
3422,Ｊ－ＭＡＸ,Ｊ－ＭＡＸ
3423,エスイー,エスイー
3426,アトムリビンテック,アトムリビン
3431,宮地エンジニアリンググループ,宮地エンジ
3433,トーカロ,トーカロ
3434,アルファＣｏ,アルファＣｏ
3435,サンコーテクノ,サンコーテクノ
3436,ＳＵＭＣＯ,ＳＵＭＣＯ
3437,特殊電極,特殊電極
3439,三ツ知,三ツ知
3440,日創グループ,日創グループ
3441,山王,山王
3443,川田テクノロジーズ,川田ＴＥＣＨ
3444,菊池製作所,菊池製作所
3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,ＲＳＴＥＣＨ
3446,ジェイテックコーポレーション,ＪＴＥＣＣＯＲＰ
3447,信和,信和
3448,清鋼材,Ｐ－清鋼材
3449,テクノフレックス,テクノフレックス
3450,サトウ産業,Ｐ－サトウ産業
3451,トーセイ・リート投資法人,Ｒ－トーセイ・リート
3452,ビーロット,ビーロット
3454,ファーストブラザーズ,ファーストブラザーズ
3455,ヘルスケア＆メディカル投資法人,Ｒ－ＨＣＭ
3457,Ａｎｄ　Ｄｏホールディングス,Ａｎｄ　Ｄｏ　ＨＬＤ
3459,サムティ・レジデンシャル投資法人,Ｒ－サムティレジ
3461,パルマ,パルマ
3462,野村不動産マスターファンド投資法人,Ｒ－ＮＭＦ
3463,いちごホテルリート投資法人,Ｒ－いちごホテル
3465,ケイアイスター不動産,ケイアイスター不動産
3466,ラサールロジポート投資法人,Ｒ－ラサールロジ
3467,アグレ都市デザイン,アグレ都市デザイン
3468,スターアジア不動産投資法人,Ｒ－スターアジア
3469,デュアルタップ,デュアルタップ
3470,マリモ地方創生リート投資法人,Ｒ－マリモリート
3471,三井不動産ロジスティクスパーク投資法人,Ｒ－三井不ロジパーク
3472,日本ホテル＆レジデンシャル投資法人,Ｒ－日本ホテル＆レジ
3474,Ｇ－ＦＡＣＴＯＲＹ,Ｇ－Ｇ－ＦＡＣ
3475,グッドコムアセット,グッドコムアセット
3476,投資法人みらい,Ｒ－投資法人みらい
3477,フォーライフ,Ｇ－フォーライフ
3479,ＴＫＰ,Ｇ－ＴＫＰ
3480,ジェイ・エス・ビー,ジェイ・エス・ビー
3481,三菱地所物流リート投資法人,Ｒ－三菱地所物流
3482,ロードスターキャピタル,ロードスター
3483,翔栄,Ｐ－翔栄
3484,イノベーションホールディングス,イノベーションＨＤ
3486,グローバル・リンク・マネジメント,グローバルリンクＭ
3487,ＣＲＥロジスティクスファンド投資法人,Ｒ－ＣＲＥロジ
3488,セントラル・リート投資法人,Ｒ－セントラル
3489,フェイスネットワーク,フェイスネットワーク
3490,アズ企画設計,アズ企画設計
3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,Ｇ－ＧＡ　ＴＥＣＨ
3492,ＭＩＲＡＲＴＨ不動産投資法人,Ｒ－ＭＩＲＡＲＴＨ
3494,マリオン,マリオン
3495,香陵住販,香陵住販
3496,アズーム,アズーム
3497,ＬｅＴｅｃｈ,Ｇ－ＬｅＴｅｃｈ
3498,霞ヶ関キャピタル,霞ヶ関キャピタル
3501,ＳＵＭＩＮＯＥ,ＳＵＭＩＮＯＥ
3512,日本フエルト,日フエルト
3513,イチカワ,イチカワ
3521,テルマー湯ホールディングス,テルマー湯ＨＤ
3524,日東製網,日東網
3526,芦森工業,芦森工
3529,アツギ,アツギ
3536,アクサスホールディングス,アクサスＨＤ
3537,昭栄薬品,昭栄薬品
3538,ウイルプラスホールディングス,ウイルプラスＨＤ
3539,ＪＭホールディングス,ＪＭホールディングス
3540,歯愛メディカル,Ｃｉメディカル
3541,農業総合研究所,Ｇ－農業総合研究所
3542,ベガコーポレーション,Ｇ－ＶＥＧＡ
3543,コメダホールディングス,コメダ
3544,サツドラホールディングス,サツドラＨＤ
3546,アレンザホールディングス,アレンザＨＤ
3547,ユニシアホールディングス,ユニシアＨＤ
3548,バロックジャパンリミテッド,バロック
3549,クスリのアオキホールディングス,クスリのアオキＨＤ
3550,スタジオアタオ,Ｇ－スタジオアタオ
3551,ダイニック,ダイニック
3553,共和レザー,共和レザー
3556,リネットジャパングループ,Ｇ－リネットジャパン
3557,ユナイテッド＆コレクティブ,Ｇ－Ｕ＆Ｃ
3558,ジェイドグループ,Ｇ－ジェイドグループ
3559,ピーバンドットコム,ピーバンドットコム
3560,ほぼ日,ほぼ日
3561,力の源ホールディングス,力の源ＨＤ
3562,Ｎｏ．１,Ｎｏ．１
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,Ｆ＆ＬＣ
3565,アセンテック,アセンテック
3566,ユニフォームネクスト,Ｇ－ユニネク
3569,セーレン,セーレン
3571,ソトー,ソトー
3577,東海染工,東海染工
3580,小松マテーレ,小松マテーレ
3583,オーベクス,オーベクス
3591,ワコールホールディングス,ワコールＨＤ
3593,ホギメディカル,ホギメディ
3597,自重堂,自重堂
3598,山喜,山喜
3600,フジックス,フジックス
3607,クラウディアホールディングス,クラウディアＨＤ
3608,ＴＳＩホールディングス,ＴＳＩ　ＨＤ
3611,マツオカコーポレーション,マツオカ
3612,ワールド,ワールド
3622,ネットイヤーグループ,ネットイヤー
3623,ビリングシステム,Ｇ－ＢＳ
3624,アクセルマーク,Ｇ－アクセルＭ
3625,テックファームホールディングス,Ｇ－テックファーム
3626,ＴＩＳＩ,ＴＩＳＩ
3627,テクミラホールディングス,テクミラ
3628,データホライゾン,Ｇ－データＨＲ
3632,グリーホールディングス,グリーＨＤ
3633,ＧＭＯペパボ,ＧＭＯペパボ
3634,ソケッツ,ソケッツ
3635,コーエーテクモホールディングス,コーエーテクモ
3636,三菱総合研究所,三菱総研
3639,ボルテージ,ボルテージ
3640,電算,電算
3641,パピレス,パピレス
3645,メディカルネット,Ｇ－メディカルネット
3646,駅探,駅探
3647,アスリナ,アスリナ
3648,ＡＧＳ,ＡＧＳ
3649,ファインデックス,ファインデックス
3652,ディジタルメディアプロフェッショナル,Ｇ－ＤＭＰ
3653,モルフォ,Ｇ－モルフォ
3655,ブレインパッド,ブレインパッド
3656,ＫＬａｂ,ＫＬａｂ
3657,ポールトゥウィンホールディングス,ポールＨＤ
3659,ネクソン,ネクソン
3660,アイスタイル,アイスタイル
3661,エムアップホールディングス,エムアップＨＤ
3662,エイチームホールディングス,エイチームＨＤ
3663,セルシス,セルシス
3664,ＷＩＺＥ,Ｇ－ＷＩＺＥ
3665,エニグモ,エニグモ
3667,ｅｎｉｓｈ,ｅｎｉｓｈ
3668,コロプラ,コロプラ
3670,協立情報通信,協立情報通信
3671,ソフトマックス,ソフトＭＡＸ
3672,オルトプラス,オルトプラス
3673,ブロードリーフ,ブロドリーフ
3674,オークファン,Ｇ－オークファン
3675,クロス・マーケティンググループ,クロスマーケティング
3676,デジタルハーツホールディングス,デジハＨＤ
3678,メディアドゥ,メディアドゥ
3679,じげん,じげん
3680,ホットリンク,Ｇ－ホットリンク
3681,ブイキューブ,ブイキューブ
3682,エンカレッジ・テクノロジ,エンカレッジ
3683,サイバーリンクス,サイバーリンクス
3686,ディー・エル・イー,ＤＬＥ
3687,フィックスターズ,フィックスターズ
3688,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,ＣＡＲＴＡ　ＨＤ
3690,イルグルム,イルグルム
3691,デジタルプラス,Ｇ－デジタルプラス
3692,ＦＦＲＩセキュリティ,Ｇ－ＦＦＲＩ
3694,オプティム,オプティム
3695,ＧＭＯプロダクトプラットフォーム,Ｇ－ＧＭＯ－ＰＰ
3696,セレス,セレス
3697,ＳＨＩＦＴ,ＳＨＩＦＴ
3698,ＣＲＩ・ミドルウェア,ＣＲＩ・ＭＷ
3708,特種東海製紙,特種東海
3710,ジョルダン,ジョルダン
3712,情報企画,情報企画
3719,ＡＩストーム,ＡＩストーム
3723,日本ファルコム,Ｇ－ファルコム
3726,フォーシーズＨＤ,フォーシーズＨＤ
3727,アプリックス,Ｇ－ＡＰＬＩＸ
3733,ソフトウェア・サービス,ソフトウェアＳ
3741,セック,セック
3744,サイオス,サイオス
3747,インタートレード,インタートレード
3750,ＡＤＲバイオメディカルホールディングス,ＡＤＲバイオメディカ
3753,フライトソリューションズ,フライト
3758,アエリア,アエリア
3760,ケイブ,ケイブ
3762,テクマトリックス,テクマト
3763,プロシップ,プロシップ
3765,ガンホー・オンライン・エンターテイメント,ガンホー
3766,システムズ・デザイン,システムズＤ
3768,リスクモンスター,リスクモンスター
3769,ＧＭＯペイメントゲートウェイ,ＧＭＯＰＧ
3770,ザッパラス,ザッパラス
3771,システムリサーチ,システムリサーチ
3772,ウェルス・マネジメント,ウェルス
3773,アドバンスト・メディア,Ｇ－ＡＭＩ
3774,インターネットイニシアティブ,ＩＩＪ
3776,ブロードバンドタワー,ＢＢタワー
